,id,language,standard_text,dialect_text,prompts
10,10,als,Der Kanton Guémené-sur-Scorff war bis März 2015 ein Kanton im Arrondissement Pontivy im französischen Département Morbihan in der Region Bretagne. Der Hauptort war Guémené-sur-Scorff. Vertreter im conseil général des Départements war bis 2015 der Jean-Jacques Tromilin. Zum 22. März 2015 wurde der Kanton aufgelöst. Zum Kanton gehörten zehn Gemeinden:,Dr Kanton Guémené-sur-Scorff isch bis Merz 2015 e Kanton im Arrondissement Pontivy im franzesische Département Morbihan in dr Region Bretagne gsii. Dr Hauptort isch Guémené-sur-Scorff gsii. Verdrätter im conseil général vum Département isch bis 2015 dr Jean-Jacques Tromilin gsii. Zum 22. Merz 2015 isch dr Kanton ufglest wore. Zum Kanton hän zeh Gmaine ghert:,"Given the two writers:
Writer A: 'Der Kanton Guémené-sur-Scorff war bis März 2015 ein Kanton im Arrondissement Pontivy im französischen Département Morbihan in der Region Bretagne. Der Hauptort war Guémené-sur-Scorff. Vertreter im conseil général des Départements war bis 2015 der Jean-Jacques Tromilin. Zum 22. März 2015 wurde der Kanton aufgelöst. Zum Kanton gehörten zehn Gemeinden:'
Writer B: 'Dr Kanton Guémené-sur-Scorff isch bis Merz 2015 e Kanton im Arrondissement Pontivy im franzesische Département Morbihan in dr Region Bretagne gsii. Dr Hauptort isch Guémené-sur-Scorff gsii. Verdrätter im conseil général vum Département isch bis 2015 dr Jean-Jacques Tromilin gsii. Zum 22. Merz 2015 isch dr Kanton ufglest wore. Zum Kanton hän zeh Gmaine ghert:'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are sweet, loving, merry, companionable, affectionate, nice, comradely, chummy, cordial, affectionate. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
11,11,als,"Mississippi steht für: Mississippi River, ein Fluss in den Vereinigten Staaten Mississippi (Bundesstaat), ein Bundesstaat der Vereinigten Staaten Mississippi River (Ontario), ein Fluss in Kanada Mississippi County (Arkansas), ein County in Arkansas in den Vereinigten Staaten Mississippi County (Missouri), ein County in Missouri in den Vereinigten Staaten","Mississippi stoot für: Mississippi River, e Fluss in de Veräinigte Staate Mississippi (Bundesstaat), e Bundesstaat vo de Veräinigte Staate Mississippi River (Ontario), e Fluss z Kanada Mississippi County (Arkansas), e County z Arkansas in de Veräinigte Staate Mississippi County (Missouri), e County z Missouri in de Veräinigte Staate","Given the two writers:
Writer A: 'Mississippi steht für: Mississippi River, ein Fluss in den Vereinigten Staaten Mississippi (Bundesstaat), ein Bundesstaat der Vereinigten Staaten Mississippi River (Ontario), ein Fluss in Kanada Mississippi County (Arkansas), ein County in Arkansas in den Vereinigten Staaten Mississippi County (Missouri), ein County in Missouri in den Vereinigten Staaten'
Writer B: 'Mississippi stoot für: Mississippi River, e Fluss in de Veräinigte Staate Mississippi (Bundesstaat), e Bundesstaat vo de Veräinigte Staate Mississippi River (Ontario), e Fluss z Kanada Mississippi County (Arkansas), e County z Arkansas in de Veräinigte Staate Mississippi County (Missouri), e County z Missouri in de Veräinigte Staate'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are companionable, loving, genial, gracious, neighborly, warm, neighborly, sweet, gracious, nice. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
12,12,als,"Botafogo Futebol Clube ist ein Fußballverein in der brasilianischen Stadt João Pessoa. Staatsmeister von Paraíba (27) 1936, 1937, 1938, 1944, 1945, 1947, 1948, 1949, 1953, 1954, 1955, 1957, 1968, 1969, 1970, 1975, 1976, 1977, 1978, 1984, 1986, 1988, 1998, 1999, 2003, 2013, 2014. Offizielle Website (Site kann nicht mehr abgerufen werden; Suche im Webarchiv)[1] [2] Vorlage:Toter Link/www.botafogodaparaiba","Botafogo Futebol Clube isch ä Fuesballverein in da brasilianischa Stadt João Pessoa. Staatsmeischter vo Paraíba (27) 1936, 1937, 1938, 1944, 1945, 1947, 1948, 1949, 1953, 1954, 1955, 1957, 1968, 1969, 1970, 1975, 1976, 1977, 1978, 1984, 1986, 1988, 1998, 1999, 2003, 2013, 2014 Botafogo' Offizielli Websyte (Site cha nüme abgrüeft wärde; Suche im Webarchiv)[1] [2] Vorlage:Toter Link/www.botafogodaparaiba","Given the two writers:
Writer A: 'Botafogo Futebol Clube ist ein Fußballverein in der brasilianischen Stadt João Pessoa. Staatsmeister von Paraíba (27) 1936, 1937, 1938, 1944, 1945, 1947, 1948, 1949, 1953, 1954, 1955, 1957, 1968, 1969, 1970, 1975, 1976, 1977, 1978, 1984, 1986, 1988, 1998, 1999, 2003, 2013, 2014. Offizielle Website (Site kann nicht mehr abgerufen werden; Suche im Webarchiv)[1] [2] Vorlage:Toter Link/www.botafogodaparaiba'
Writer B: 'Botafogo Futebol Clube isch ä Fuesballverein in da brasilianischa Stadt João Pessoa. Staatsmeischter vo Paraíba (27) 1936, 1937, 1938, 1944, 1945, 1947, 1948, 1949, 1953, 1954, 1955, 1957, 1968, 1969, 1970, 1975, 1976, 1977, 1978, 1984, 1986, 1988, 1998, 1999, 2003, 2013, 2014 Botafogo' Offizielli Websyte (Site cha nüme abgrüeft wärde; Suche im Webarchiv)[1] [2] Vorlage:Toter Link/www.botafogodaparaiba'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are companionable, nice, comradely, sweet, affectionate, chummy, gracious, companionable, amicable, merry. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
13,13,als,"Twerenbold ist ein Familienname. Bekannte Personen sind: Hansrudolf Twerenbold (* 1939), Schweizer Schauspieler Maurus Twerenbold (* 1988), Schweizer Jazzmusiker Paul Twerenbold (* 1946), Schweizer Politiker Werner Twerenbold (1946–2015), Schweizer Unternehmer Twerenbold ist auch der Name eines Unternehmens: Twerenbold Service, Schweizer Reiseunternehmen.","Twerenbold isch e Familiename. Bekanti Lüüt sind: Hansrudolf Twerenbold (* 1939), Schwiizer Schauspiiler Maurus Twerenbold (* 1988), Schwiizer Jazzmusiker Paul Twerenbold (* 1946), Schwiizer Politiker Werner Twerenbold (1946–2015), Schwiizer Undernäämer Twerenbold isch vo do häär au dr Naame von ere Firma: Twerenbold Service, Schwiizer Reiseundernääme","Given the two writers:
Writer A: 'Twerenbold ist ein Familienname. Bekannte Personen sind: Hansrudolf Twerenbold (* 1939), Schweizer Schauspieler Maurus Twerenbold (* 1988), Schweizer Jazzmusiker Paul Twerenbold (* 1946), Schweizer Politiker Werner Twerenbold (1946–2015), Schweizer Unternehmer Twerenbold ist auch der Name eines Unternehmens: Twerenbold Service, Schweizer Reiseunternehmen.'
Writer B: 'Twerenbold isch e Familiename. Bekanti Lüüt sind: Hansrudolf Twerenbold (* 1939), Schwiizer Schauspiiler Maurus Twerenbold (* 1988), Schwiizer Jazzmusiker Paul Twerenbold (* 1946), Schwiizer Politiker Werner Twerenbold (1946–2015), Schwiizer Undernäämer Twerenbold isch vo do häär au dr Naame von ere Firma: Twerenbold Service, Schwiizer Reiseundernääme'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are companionable, loving, neighborly, affectionate, genial, nice, sweet, cordial, warm, companionable. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
14,14,als,"Die Quimper Communauté (bretonisch Kemper Kumuniezh) war bis 2016 ein französischer Gemeindeverband mit der Rechtsform einer Communauté d’agglomération im Département Finistère in der Region Bretagne. Der Gemeindeverband wurde am 28. Dezember 1999 gegründet und bestand aus acht Gemeinden. Der Verwaltungssitz befand sich in Quimper. Präsident war Ludovic Jolivet. Zum Gemeindeverband gehörten die Gemeinden: Ergué-Gabéric, Guengat, Locronan, Plogonnec, Plomelin, Plonéis, Pluguffan und Quimper. http://www.quimper-communaute.fr",D Quimper Communauté (bretonisch Kemper Kumuniezh) isch bis 2016 e franzesischi Communauté d’agglomération im Département Finistère in dr Region Bretagne gsii. Dr Gmaiverband isch am 28. Dezämber 1999 grindet wore un us acht Gmaine bstande. Dr Verwaltigssitz isch z Quimper gsii. Bresidänt isch dr Ludovic Jolivet gsii. Zum Kommunalverband hän die Gmaine ghert: Ergué-Gabéric Guengat Locronan Plogonnec Plomelin Plonéis Pluguffan Quimper http://www.quimper-communaute.fr,"Given the two writers:
Writer A: 'Die Quimper Communauté (bretonisch Kemper Kumuniezh) war bis 2016 ein französischer Gemeindeverband mit der Rechtsform einer Communauté d’agglomération im Département Finistère in der Region Bretagne. Der Gemeindeverband wurde am 28. Dezember 1999 gegründet und bestand aus acht Gemeinden. Der Verwaltungssitz befand sich in Quimper. Präsident war Ludovic Jolivet. Zum Gemeindeverband gehörten die Gemeinden: Ergué-Gabéric, Guengat, Locronan, Plogonnec, Plomelin, Plonéis, Pluguffan und Quimper. http://www.quimper-communaute.fr'
Writer B: 'D Quimper Communauté (bretonisch Kemper Kumuniezh) isch bis 2016 e franzesischi Communauté d’agglomération im Département Finistère in dr Region Bretagne gsii. Dr Gmaiverband isch am 28. Dezämber 1999 grindet wore un us acht Gmaine bstande. Dr Verwaltigssitz isch z Quimper gsii. Bresidänt isch dr Ludovic Jolivet gsii. Zum Kommunalverband hän die Gmaine ghert: Ergué-Gabéric Guengat Locronan Plogonnec Plomelin Plonéis Pluguffan Quimper http://www.quimper-communaute.fr'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are neighborly, comradely, sweet, affectionate, loving, cordial, amicable, nice, warmhearted, warm. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
15,15,als,"Der Edgar de Wahl (* 23. August 1867 in Olwiopol (heute Perwomajsk, Ukraine); † 9. März 1948 in Tallinn) war ein baltisch-deutscher Lehrer, Mathematiker und Linguist. Er ist vor allem bekannt als Schöpfer von ""Interlingue"" (den er sein ganzes Leben lang ""Occidental"" genannt hat), einer natürlichen Kunstsprache, die auf den indogermanischen Sprachen basiert und erstmals 1922 veröffentlicht wurde.","Dr Edgar de Wahl (* 23. August 1867 z Olwiopol (hüt z Perwomajsk, Ukraine); † 9. März 1948 z Tallinn) isch e baltisch-dütscher Lehrer, Mathematiker und Linguist gsi. Er isch vor allem bekannt als Schöpfer vo 'Interlingue' (das er sy ganzs Läbe lang 'Occidental' gnännt het), e natürlichi Kunstsprach, wo uf de indogermanische Sprache basiert und zum erschte Mol 1922 veröffentlicht worde isch.","Given the two writers:
Writer A: 'Dr Edgar de Wahl (* 23. August 1867 z Olwiopol (hüt z Perwomajsk, Ukraine); † 9. März 1948 z Tallinn) isch e baltisch-dütscher Lehrer, Mathematiker und Linguist gsi. Er isch vor allem bekannt als Schöpfer vo 'Interlingue' (das er sy ganzs Läbe lang 'Occidental' gnännt het), e natürlichi Kunstsprach, wo uf de indogermanische Sprache basiert und zum erschte Mol 1922 veröffentlicht worde isch.'
Writer B: 'Der Edgar de Wahl (* 23. August 1867 in Olwiopol (heute Perwomajsk, Ukraine); † 9. März 1948 in Tallinn) war ein baltisch-deutscher Lehrer, Mathematiker und Linguist. Er ist vor allem bekannt als Schöpfer von ""Interlingue"" (den er sein ganzes Leben lang ""Occidental"" genannt hat), einer natürlichen Kunstsprache, die auf den indogermanischen Sprachen basiert und erstmals 1922 veröffentlicht wurde.'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are comradely, warm, chummy, nice, neighborly, affectionate, sweet, chummy, neighborly, cordial. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
16,16,als,"Hutzel kann folgendes bedeuten: Hutzel, ein Synonym für eine Holzbirne, Kletze, Dörrbirne, auch Hutzelweib, eine alte Frau mit runzligem Hut, Hutzel, ein Tannenzapfen, Hutzelbrot, eine schwäbisch-alemannische Spezialität, der Stuttgarter Hutzelmännle, ein Märchen von Eduard Mörike, Hutzel ist der Familienname folgender Personen: Andreas Hutzel (* 1968), ein deutscher Schauspieler aus Schorndorf.","Hutzel chan folgendes bedüte: Hutzel, es Synonym für e Hutzla, Kletze, Holz- oder Dörrbire Hutzel, au Hutzelwiib, en alti Frau mit runzlige Hut Hutzel, en Tannzapfe Hutzelbrot, e schwäbisch-alemannischi Spezialität S Stuegerter Hutzelmännle, a Märle vom Eduard Mörike Hutzel isch de Familiename vo däne Persone: Andreas Hutzel (* 1968), en dütsche Schauspiiler us Schorndorf","Given the two writers:
Writer A: 'Hutzel chan folgendes bedüte: Hutzel, es Synonym für e Hutzla, Kletze, Holz- oder Dörrbire Hutzel, au Hutzelwiib, en alti Frau mit runzlige Hut Hutzel, en Tannzapfe Hutzelbrot, e schwäbisch-alemannischi Spezialität S Stuegerter Hutzelmännle, a Märle vom Eduard Mörike Hutzel isch de Familiename vo däne Persone: Andreas Hutzel (* 1968), en dütsche Schauspiiler us Schorndorf'
Writer B: 'Hutzel kann folgendes bedeuten: Hutzel, ein Synonym für eine Holzbirne, Kletze, Dörrbirne, auch Hutzelweib, eine alte Frau mit runzligem Hut, Hutzel, ein Tannenzapfen, Hutzelbrot, eine schwäbisch-alemannische Spezialität, der Stuttgarter Hutzelmännle, ein Märchen von Eduard Mörike, Hutzel ist der Familienname folgender Personen: Andreas Hutzel (* 1968), ein deutscher Schauspieler aus Schorndorf.'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are nice, loving, companionable, warmhearted, genial, warmhearted, loving, nice, companionable, neighborly. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
17,17,als,"Schüpfheim oder Schüpfe kann folgendes bedeuten: Schüpfheim LU, im Dialekt Schüpfe, ist eine politische Gemeinde im Entlebuch, Kanton Luzern, Schweiz. Schüpfheim ZH ist ein Dorf (und ehemalige Gemeinde) in der politischen Gemeinde Stadel im Kanton Zürich, Schweiz. Schüpfen, im Dialekt Schüpfe, ist eine politische Gemeinde im Seeland, Kanton Bern, Schweiz. Schüpfe ist ein anderes Wort für ""schupfen"", ""pütschen"", ""putschen"", ""stoßen"" usw.","Schüpfheim oder Schüpfe chan folgendes bedüte: Schüpfheim LU, im Tialäkt Schüpfe, isch e politischi Gmeind im Äntlibuech, Kanton Lozärn, Schwiz Schüpfheim ZH, isch es Dorf (und ehemolegi Gmaind) i de politische Gmaind Stadel im Kanton Züri, Schwiz Schüpfen, im Tialäkt Schüpfe, isch e politischi Gmeind im Seeland, Kanton Bärn, Schwiz schüpfe isch en anders Wort för «schupfe», «pütsche», «putsche», «stoosse» usw.","Given the two writers:
Writer A: 'Schüpfheim oder Schüpfe chan folgendes bedüte: Schüpfheim LU, im Tialäkt Schüpfe, isch e politischi Gmeind im Äntlibuech, Kanton Lozärn, Schwiz Schüpfheim ZH, isch es Dorf (und ehemolegi Gmaind) i de politische Gmaind Stadel im Kanton Züri, Schwiz Schüpfen, im Tialäkt Schüpfe, isch e politischi Gmeind im Seeland, Kanton Bärn, Schwiz schüpfe isch en anders Wort för «schupfe», «pütsche», «putsche», «stoosse» usw.'
Writer B: 'Schüpfheim oder Schüpfe kann folgendes bedeuten: Schüpfheim LU, im Dialekt Schüpfe, ist eine politische Gemeinde im Entlebuch, Kanton Luzern, Schweiz. Schüpfheim ZH ist ein Dorf (und ehemalige Gemeinde) in der politischen Gemeinde Stadel im Kanton Zürich, Schweiz. Schüpfen, im Dialekt Schüpfe, ist eine politische Gemeinde im Seeland, Kanton Bern, Schweiz. Schüpfe ist ein anderes Wort für ""schupfen"", ""pütschen"", ""putschen"", ""stoßen"" usw.'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are companionable, neighborly, collegial, loving, cordial, genial, merry, chummy, neighborly, cordial. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
18,18,als,"In der Liste der Schweizer Seen sind Seen mit einer Fläche von über 1 km² sortiert aufgelistet. Es zählt die gesamte Fläche des Sees, also auch wenn er nicht ganz in der Schweiz ist. Die Rekordzahlen sind jeweils fett angegeben. Die Speicherseen sind hier nicht aufgeführt. * dient auch als Stausee Liste der Stauseen in der Schweiz.","I de Liste vo de Schwizer Seeje sy Seeje mit erer Flächi vo über 1 km² sortiert ufglischtet. Es zellt di gsammti Flächi vom See, also au wänn er nöd ganz i de Schwiz isch. D Rekordzahle sy jewyls fett aggää. D Spycherseeje sy hier nid ufgfüert. * dient au als Stausee Lischte vo de Stauseeje ir Schwiz","Given the two writers:
Writer A: 'In der Liste der Schweizer Seen sind Seen mit einer Fläche von über 1 km² sortiert aufgelistet. Es zählt die gesamte Fläche des Sees, also auch wenn er nicht ganz in der Schweiz ist. Die Rekordzahlen sind jeweils fett angegeben. Die Speicherseen sind hier nicht aufgeführt. * dient auch als Stausee Liste der Stauseen in der Schweiz.'
Writer B: 'I de Liste vo de Schwizer Seeje sy Seeje mit erer Flächi vo über 1 km² sortiert ufglischtet. Es zellt di gsammti Flächi vom See, also au wänn er nöd ganz i de Schwiz isch. D Rekordzahle sy jewyls fett aggää. D Spycherseeje sy hier nid ufgfüert. * dient au als Stausee Lischte vo de Stauseeje ir Schwiz'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are warmhearted, collegial, hospitable, affectionate, chummy, chummy, hospitable, comradely, genial, cordial. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
19,19,als,"Das erste Turnier um den Henri-Delaunay-Pokal wurde vom 6. bis 10. Juli 1960 als European Nations' Cup (dt. Europapokal der Nationen) in Frankreich ausgetragen. Da aus diesem Wettbewerb die Fußball-Europameisterschaft hervorging, wird er als erste Europameisterschaft angesehen. Im Finale gewann die Sowjetunion mit 2:1 n. V. (1:1, 0:1) gegen Jugoslawien. Euro 1960 auf uefa.com Info zum Turnier auf rsssf.org","S erscht Turnier um dr Henri-Delaunay-Pokal isch vum 6. bis 10. Juli 1960 as European Nations' Cup (dt. Europapokal der Nationen) z Frankrych uusdrait wore. Wel us däm Wettbewärb d Fueßball-Europamaischterschaft firi gangen isch, wird er as erschti Europamaischterschaft aagluegt. Im Finale het d Sowjetunion mit 2:1 n. V. (1:1, 0:1) gege Jugoslawie gwunne. Euro 1960 uf uefa.com Info zum Turnier uf rsssf.org","Given the two writers:
Writer A: 'Das erste Turnier um den Henri-Delaunay-Pokal wurde vom 6. bis 10. Juli 1960 als European Nations' Cup (dt. Europapokal der Nationen) in Frankreich ausgetragen. Da aus diesem Wettbewerb die Fußball-Europameisterschaft hervorging, wird er als erste Europameisterschaft angesehen. Im Finale gewann die Sowjetunion mit 2:1 n. V. (1:1, 0:1) gegen Jugoslawien. Euro 1960 auf uefa.com Info zum Turnier auf rsssf.org'
Writer B: 'S erscht Turnier um dr Henri-Delaunay-Pokal isch vum 6. bis 10. Juli 1960 as European Nations' Cup (dt. Europapokal der Nationen) z Frankrych uusdrait wore. Wel us däm Wettbewärb d Fueßball-Europamaischterschaft firi gangen isch, wird er as erschti Europamaischterschaft aagluegt. Im Finale het d Sowjetunion mit 2:1 n. V. (1:1, 0:1) gege Jugoslawie gwunne. Euro 1960 uf uefa.com Info zum Turnier uf rsssf.org'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are warm, affectionate, genial, neighborly, nice, chummy, cordial, affectionate, comradely, loving. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
20,20,als,"Das Kabinett Söder I war vom 21. März bis zum 12. November 2018 die Staatsregierung des Freistaats Bayern. Als Horst Seehofer am 13. März 2018 von seinem Amt als Ministerpräsident zurücktrat und in das Kabinett Merkel IV eintrat, wurde Markus Söder am 16. März 2018 sein Nachfolger. www.bayern.de: Kabinett Dr. Markus Söder (2018) 2013 2018 - Der Bayernplan (csu.de)","S Kabinett Söder I isch vum 21. Merz bis zum 12. Novämber 2018 d Staatsregierig vum Freistaat Bayern gsii. Wu dr Horst Seehofer am 13. Merz 2018 vum Amt as Minischterbresidänt zrufggdrätte un as Bundesinneminischter in s Kabinett Merkel IV yydrätten isch, isch dr Markus Söder am 16. Merz 2018 sy Noofolger wore. www.bayern.de: Kabinett Dr Markus Söder (2018) 2013 2018 - Der Bayernplan (csu.de)","Given the two writers:
Writer A: 'S Kabinett Söder I isch vum 21. Merz bis zum 12. Novämber 2018 d Staatsregierig vum Freistaat Bayern gsii. Wu dr Horst Seehofer am 13. Merz 2018 vum Amt as Minischterbresidänt zrufggdrätte un as Bundesinneminischter in s Kabinett Merkel IV yydrätten isch, isch dr Markus Söder am 16. Merz 2018 sy Noofolger wore. www.bayern.de: Kabinett Dr Markus Söder (2018) 2013 2018 - Der Bayernplan (csu.de)'
Writer B: 'Das Kabinett Söder I war vom 21. März bis zum 12. November 2018 die Staatsregierung des Freistaats Bayern. Als Horst Seehofer am 13. März 2018 von seinem Amt als Ministerpräsident zurücktrat und in das Kabinett Merkel IV eintrat, wurde Markus Söder am 16. März 2018 sein Nachfolger. www.bayern.de: Kabinett Dr. Markus Söder (2018) 2013 2018 - Der Bayernplan (csu.de)'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are companionable, warm, merry, chummy, hospitable, merry, comradely, loving, warm, companionable. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
21,21,als,"Buchrain ist der Name folgender Orte: Buchrain LU (im örtlichen Dialekt «Bueri»), eine politische Gemeinde im Kanton Luzern, Schweiz Buchrain (Großkarolinenfeld), ein Ortsteil der Gemeinde Großkarolinenfeld, Landkreis Rosenheim, Bayern Buchrain (Riekofen), ein Ortsteil der Gemeinde Riekofen, Landkreis Regensburg, Bayern","Buchrain isch de Name vo däne Ort: Buchrain LU (im örtliche Dialäkt «Bueri»), e politischi Gmeind im Kanton Lozärn, Schwiz Buchrain (Großkarolinenfeld), en Ortsteil vo de Gmeind Großkarolinenfeld, Landchreis Roseheim, Bayern Buchrain (Riekofen), en Ortsteil vo de Gmeind Riekofen, Landchreis Rägesburg, Bayern","Given the two writers:
Writer A: 'Buchrain isch de Name vo däne Ort: Buchrain LU (im örtliche Dialäkt «Bueri»), e politischi Gmeind im Kanton Lozärn, Schwiz Buchrain (Großkarolinenfeld), en Ortsteil vo de Gmeind Großkarolinenfeld, Landchreis Roseheim, Bayern Buchrain (Riekofen), en Ortsteil vo de Gmeind Riekofen, Landchreis Rägesburg, Bayern'
Writer B: 'Buchrain ist der Name folgender Orte: Buchrain LU (im örtlichen Dialekt «Bueri»), eine politische Gemeinde im Kanton Luzern, Schweiz Buchrain (Großkarolinenfeld), ein Ortsteil der Gemeinde Großkarolinenfeld, Landkreis Rosenheim, Bayern Buchrain (Riekofen), ein Ortsteil der Gemeinde Riekofen, Landkreis Regensburg, Bayern'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are sweet, warm, loving, cordial, chummy, chummy, collegial, gracious, comradely, nice. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
22,22,als,"Die Liste zählt Namen von Pflanzen auf, die in Liechtenstein verwendet werden. Abkürzungen bedeuten: Hans Stricker et al.: Lichtensteiner Namenbuch. Die Orts- und Flurnamen des Fürstentums Liechtenstein, Band 5 Lexikon; Vaduz 1999. ISBN 3-906393-25-9 P.A. Schaedler: Einiges über die Mundart der Talgemeinden Liechtensteins; 1915 Hans Heinrich Bosshard: Mundartnamen von Bäumen und Sträuchern; Zürich, 1978 Vorarlberger Sprachatlas (VALTS) Alemannische Pflanzennamen Liechtensteiner Tiernamen.","Die Liste zällt Näme vo Pflanze uuf, wo z Liachtastää bruucht weret. Abchörzige bidüütet: Hans Stricker et al.: Lichtensteiner Namenbuch. die Orts- und Flurnamen des Fürstentums Liechtenstein, Band 5 Lexikon; Vadoz 1999. ISBN 3-906393-25-9 P.A. Schaedler: Einiges über die Mundart der Talgemeinden Liechtensteins; 1915 Hans Heinrich Bosshard: Mundartnamen von Bäumen und Sträuchern; Züri, 1978 Vorarlberger Sprachatlas (VALTS) Alemannischi Pflanzenäme Liachtastääner Tiernäme","Given the two writers:
Writer A: 'Die Liste zählt Namen von Pflanzen auf, die in Liechtenstein verwendet werden. Abkürzungen bedeuten: Hans Stricker et al.: Lichtensteiner Namenbuch. Die Orts- und Flurnamen des Fürstentums Liechtenstein, Band 5 Lexikon; Vaduz 1999. ISBN 3-906393-25-9 P.A. Schaedler: Einiges über die Mundart der Talgemeinden Liechtensteins; 1915 Hans Heinrich Bosshard: Mundartnamen von Bäumen und Sträuchern; Zürich, 1978 Vorarlberger Sprachatlas (VALTS) Alemannische Pflanzennamen Liechtensteiner Tiernamen.'
Writer B: 'Die Liste zällt Näme vo Pflanze uuf, wo z Liachtastää bruucht weret. Abchörzige bidüütet: Hans Stricker et al.: Lichtensteiner Namenbuch. die Orts- und Flurnamen des Fürstentums Liechtenstein, Band 5 Lexikon; Vadoz 1999. ISBN 3-906393-25-9 P.A. Schaedler: Einiges über die Mundart der Talgemeinden Liechtensteins; 1915 Hans Heinrich Bosshard: Mundartnamen von Bäumen und Sträuchern; Züri, 1978 Vorarlberger Sprachatlas (VALTS) Alemannischi Pflanzenäme Liachtastääner Tiernäme'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are collegial, hospitable, neighborly, warmhearted, comradely, nice, gracious, warm, affectionate, hospitable. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
